iter	Passed	Remaining
317	4496	9643
318	4512	9632
319	4524	9615
320	4537	9597
321	4554	9589
322	4569	9576
323	4582	9560
324	4595	9545
325	4609	9529
326	4621	9511
327	4635	9497
328	4648	9480
329	4663	9468
330	4676	9452
331	4689	9435
332	4702	9419
333	4715	9402
334	4729	9387
335	4742	9372
336	4755	9355
337	4768	9339
338	4782	9326
339	4801	9321
340	4818	9311
341	4835	9302
342	4851	9292
343	4867	9281
344	4883	9272
345	4901	9264
346	4919	9257
347	4936	9249
348	4955	9244
349	4973	9236
350	4989	9226
351	5006	9216
352	5033	9224
353	5048	9213
354	5066	9205
355	5084	9197
356	5106	9197
357	5125	9191
358	5143	9182
359	5160	9174
360	5180	9170
361	5198	9162
362	5216	9153
363	5235	9146
364	5251	9136
365	5268	9125
366	5286	9117
367	5302	9107
368	5318	9095
369	5333	9080
370	5348	9067
371	5362	9053
372	5379	9042
373	5396	9032
374	5411	9019
375	5428	9008
376	5443	8995
377	5460	8985
378	5477	8975
379	5496	8967
380	5511	8953
381	5525	8938
382	5538	8922
383	5555	8912
384	5569	8896
385	5582	8880
386	5595	8863
387	5611	8850
388	5623	8833
389	5636	8816
390	5651	8801
391	5664	8785
392	5677	8768
393	5689	8751
394	5705	8738
395	5719	8723
396	5732	8707
397	5747	8692
398	5760	8676
399	5774	8661
400	5788	8646
401	5801	8630
402	5814	8613
403	5827	8596
404	5840	8580
405	5853	8563
406	5866	8547
407	5879	8531
408	5892	8515
409	5906	8499
410	5918	8481
411	5931	8465
412	5944	8448
413	5957	8433
414	5971	8417
415	5983	8400
416	5997	8384
417	6015	8376
418	6038	8372
419	6053	8359
420	6067	8344
421	6081	8329
422	6098	8319
423	6114	8307
424	6128	8291
425	6143	8278
426	6157	8262
427	6171	8247
428	6184	8231
429	6197	8215
430	6210	8199
431	6225	8184
432	6239	8170
433	6253	8155
434	6267	8139
435	6280	8124
436	6293	8108
437	6307	8093
438	6321	8078
439	6334	8062
440	6347	8046
441	6360	8029
442	6374	8014
443	6388	8000
444	6401	7984
445	6415	7968
446	6428	7953
447	6442	7938
448	6456	7922
449	6469	7907
450	6482	7891
451	6496	7876
452	6509	7860
453	6523	7845
454	6538	7832
455	6551	7816
456	6564	7800
457	6577	7784
458	6590	7768
459	6603	7752
460	6617	7737
461	6631	7721
462	6644	7706
463	6659	7693
464	6673	7678
465	6687	7663
466	6700	7647
467	6714	7632
468	6727	7616
469	6741	7601
470	6755	7586
471	6768	7571
472	6781	7555
473	6795	7540
474	6809	7525
475	6825	7513
476	6838	7498
477	6851	7482
478	6865	7467
479	6878	7451
480	6891	7435
481	6904	7420
482	6917	7404
483	6930	7388
484	6945	7374
485	6959	7360
486	6972	7344
487	6985	7328
488	6998	7313
489	7011	7297
490	7024	7281
491	7050	7280
492	7064	7265
493	7078	7250
494	7092	7235
495	7105	7220
496	7118	7204
497	7131	7188
498	7143	7172
499	7156	7156
500	7168	7140
501	7181	7124
502	7197	7111
503	7211	7096
504	7224	7081
505	7238	7066
506	7251	7050
507	7263	7034
508	7276	7018
509	7289	7003
510	7302	6988
511	7316	6973
512	7328	6957
513	7341	6941
514	7354	6925
515	7367	6910
516	7380	6895
517	7392	6879
518	7407	6865
519	7421	6850
520	7434	6834
521	7447	6820
522	7460	6804
523	7473	6788
524	7486	6773
525	7498	6757
526	7511	6741
527	7527	6729
528	7540	6713
529	7552	6697
530	7566	6683
531	7580	6668
532	7593	6653
533	7606	6637
534	7619	6622
535	7632	6606
536	7646	6593
537	7660	6577
538	7675	6564
539	7689	6550
540	7702	6534
541	7717	6521
542	7731	6506
543	7744	6491
544	7758	6476
545	7770	6461
546	7783	6446
547	7796	6431
548	7808	6415
549	7822	6400
550	7835	6384
551	7848	6369
552	7861	6354
553	7874	6339
554	7887	6323
555	7901	6309
556	7914	6294
557	7927	6279
558	7941	6264
559	7954	6249
560	7966	6234
561	7979	6218
562	7991	6202
563	8003	6187
564	8015	6171
565	8028	6156
566	8041	6140
567	8070	6138
568	8085	6124
569	8097	6109
570	8110	6093
571	8124	6078
572	8137	6063
573	8149	6048
574	8162	6033
575	8176	6018
576	8189	6003
577	8203	5989
578	8216	5974
579	8230	5959
580	8244	5945
581	8257	5930
582	8270	5915
583	8283	5900
584	8296	5885
585	8309	5870
586	8322	5855
587	8334	5839
588	8347	5824
589	8359	5809
590	8372	5793
591	8384	5778
592	8397	5763
593	8411	5749
594	8425	5734
595	8441	5722
596	8456	5708
597	8473	5696
598	8488	5682
599	8504	5669
600	8522	5658
601	8537	5644
602	8553	5631
603	8567	5617
604	8581	5602
605	8595	5588
606	8609	5573
607	8625	5561
608	8642	5548
609	8655	5533
610	8667	5518
611	8680	5503
612	8692	5487
613	8705	5472
614	8718	5457
615	8730	5442
616	8746	5429
617	8763	5416
618	8775	5401
619	8789	5387
620	8802	5372
621	8815	5357
622	8829	5342
623	8842	5327
624	8854	5312
625	8867	5297
626	8880	5282
627	8892	5267
628	8907	5253
629	8920	5238
630	8934	5224
631	8947	5209
632	8961	5195
633	8974	5180
634	8986	5165
635	8999	5150
636	9012	5135
637	9025	5121
638	9038	5106
639	9051	5091
640	9079	5085
641	9093	5070
642	9107	5056
643	9120	5041
644	9133	5026
645	9147	5012
646	9162	4999
647	9175	4984
648	9190	4970
649	9204	4956
650	9219	4942
651	9234	4928
652	9250	4915
653	9266	4902
654	9281	4888
655	9295	4874
656	9309	4860
657	9323	4845
658	9336	4831
659	9350	4817
660	9366	4803
661	9383	4790
662	9398	4777
663	9411	4762
664	9423	4747
665	9436	4732
666	9449	4717
667	9461	4702
668	9474	4687
669	9487	4672
670	9501	4658
671	9514	4644
672	9528	4629
673	9540	4614
674	9553	4599
675	9566	4585
676	9579	4570
677	9592	4555
678	9604	4540
679	9617	4525
680	9630	4511
681	9643	4496
682	9659	4483
683	9671	4468
684	9685	4453
685	9698	4439
686	9710	4424
687	9722	4409
688	9738	4395
689	9751	4381
690	9764	4366
691	9777	4351
692	9790	4337
693	9807	4324
694	9824	4311
695	9838	4297
696	9851	4282
697	9864	4267
698	9876	4253
699	9890	4238
700	9902	4223
701	9915	4209
702	9928	4194
703	9940	4179
704	9953	4164
705	9965	4150
706	9978	4135
707	9991	4120
708	10004	4106
709	10017	4091
710	10031	4077
711	10044	4062
712	10057	4048
713	10070	4033
714	10084	4019
715	10124	4016
716	10138	4001
717	10152	3987
718	10167	3973
719	10183	3960
720	10197	3946
721	10211	3932
722	10230	3919
723	10248	3906
724	10263	3892
725	10277	3878
726	10292	3864
727	10306	3850
728	10320	3836
729	10334	3822
730	10352	3809
731	10366	3795
732	10381	3781
733	10397	3768
734	10410	3753
735	10424	3739
736	10437	3724
737	10451	3710
738	10464	3695
739	10478	3681
740	10492	3667
741	10508	3653
742	10521	3639
743	10535	3624
744	10548	3610
745	10562	3596
746	10576	3582
747	10589	3567
748	10603	3553
749	10617	3539
750	10630	3524
751	10644	3510
752	10661	3497
753	10675	3482
754	10689	3468
755	10702	3454
756	10715	3439
757	10729	3425
758	10743	3411
759	10756	3396
760	10774	3383
761	10787	3369
762	10800	3354
763	10817	3341
764	10830	3326
765	10843	3312
766	10856	3297
767	10873	3284
768	10886	3270
769	10899	3255
770	10914	3241
771	10928	3227
772	10942	3213
773	10958	3199
774	10977	3186
775	10995	3174
776	11012	3160
777	11030	3147
778	11048	3134
779	11066	3121
780	11083	3107
781	11097	3093
782	11123	3082
783	11150	3071
784	11162	3057
785	11174	3042
786	11188	3028
787	11201	3013
788	11214	2999
789	11227	2984
790	11240	2969
791	11252	2955
792	11265	2940
793	11278	2926
794	11291	2911
795	11304	2897
796	11318	2882
797	11331	2868
798	11344	2853
799	11356	2839
800	11369	2824
801	11383	2810
802	11395	2795
803	11411	2781
804	11424	2767
805	11438	2753
806	11451	2738
807	11464	2724
808	11477	2709
809	11489	2695
810	11506	2681
811	11519	2667
812	11532	2652
813	11546	2638
814	11560	2624
815	11574	2609
816	11590	2596
817	11603	2581
818	11616	2567
819	11629	2552
820	11642	2538
821	11657	2524
822	11670	2509
823	11683	2495
824	11696	2481
825	11710	2466
826	11723	2452
827	11737	2438
828	11751	2423
829	11764	2409
830	11777	2395
831	11791	2380
832	11804	2366
833	11817	2352
834	11830	2337
835	11844	2323
836	11856	2309
837	11869	2294
838	11882	2280
839	11896	2265
840	11910	2251
841	11926	2237
842	11938	2223
843	11951	2209
844	11964	2194
845	11977	2180
846	11989	2165
847	12002	2151
848	12016	2137
849	12028	2122
850	12041	2108
851	12054	2093
852	12067	2079
853	12079	2065
854	12092	2050
855	12104	2036
856	12117	2021
857	12130	2007
858	12173	1998
859	12187	1983
860	12200	1969
861	12213	1955
862	12225	1940
863	12238	1926
864	12250	1911
865	12263	1897
866	12276	1883
867	12288	1868
868	12301	1854
869	12314	1840
870	12327	1825
871	12340	1811
872	12352	1797
873	12366	1782
874	12379	1768
875	12392	1754
876	12407	1740
877	12420	1725
878	12434	1711
879	12450	1697
880	12463	1683
881	12475	1669
882	12489	1654
883	12504	1640
884	12518	1626
885	12532	1612
886	12545	1598
887	12557	1583
888	12570	1569
889	12584	1555
890	12597	1541
891	12611	1526
892	12625	1512
893	12638	1498
894	12651	1484
895	12665	1470
896	12677	1455
897	12691	1441
898	12703	1427
899	12717	1413
900	12729	1398
901	12742	1384
902	12754	1370
903	12767	1355
904	12780	1341
905	12798	1327
906	12811	1313
907	12825	1299
908	12838	1285
909	12851	1271
910	12864	1256
911	12877	1242
912	12889	1228
913	12903	1214
914	12916	1199
915	12928	1185
916	12942	1171
917	12954	1157
918	12967	1142
919	12981	1128
920	12995	1114
921	13009	1100
922	13021	1086
923	13035	1072
924	13047	1057
925	13060	1043
926	13073	1029
927	13086	1015
928	13099	1001
929	13112	986
930	13125	972
931	13137	958
932	13149	944
933	13162	930
934	13188	916
935	13221	904
936	13234	889
937	13246	875
938	13259	861
939	13271	847
940	13284	832
941	13298	818
942	13312	804
943	13325	790
944	13339	776
945	13353	762
946	13366	748
947	13379	733
948	13392	719
949	13406	705
950	13419	691
951	13431	677
952	13444	663
953	13457	648
954	13469	634
955	13484	620
956	13499	606
957	13514	592
958	13527	578
959	13540	564
960	13554	550
961	13566	535
962	13579	521
963	13592	507
964	13606	493
965	13619	479
966	13632	465
967	13645	451
968	13658	436
969	13672	422
970	13684	408
971	13698	394
972	13710	380
973	13724	366
974	13737	352
975	13751	338
976	13764	324
977	13778	309
978	13792	295
979	13806	281
980	13820	267
981	13833	253
982	13846	239
983	13859	225
984	13872	211
985	13885	197
986	13899	183
987	13911	168
988	13925	154
989	13938	140
990	13950	126
991	13964	112
992	13978	98
993	13991	84
994	14004	70
995	14020	56
996	14033	42
997	14046	28
998	14059	14
999	14072	0
